Month,East_North_Central_(NSA),East_North_Central_(SA),"East South Central
(NSA)","East South Central
(SA)","Middle Atlantic
(NSA)","Middle Atlantic
(SA)","Mountain

(NSA)","Mountain

(SA)","New England

(NSA)","New England

(SA)","Pacific

(NSA)","Pacific

(SA)","South Atlantic
(NSA)","South Atlantic
(SA)","West North Central
(NSA)","West North Central
(SA)","West South Central
(NSA)","West South Central
(SA)","USA

(NSA)","USA

(SA)"
1991-01-01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1991-02-01,100.91,100.96,101,100.6,100.13,100.33,98.41,98.79,101.71,102.19,100.12,100.53,100.59,100.46,100.48,100.5,99.83,99.57,100.39,100.44
1991-03-01,101.31,100.92,100.86,100.44,100.07,99.84,100.24,100.66,101.49,101.3,99.96,100.12,101.01,100.62,100.41,100.13,100.63,100.49,100.68,100.48
1991-04-01,101.69,100.98,100.81,100.45,99.6,99.29,100.34,100.41,100.99,100.98,100.14,100.12,100.9,100.42,100.82,100.38,100.36,100.05,100.68,100.33
1991-05-01,102.33,101.36,101.14,100.75,99.72,99.25,100.71,100.52,99.71,99.76,100.31,100.07,100.77,100.49,100.78,100.31,100.76,100.26,100.84,100.39
1991-06-01,102.78,101.5,102.01,101.47,99.86,98.99,102.08,101.58,99.11,98.59,100.44,99.9,101.31,100.53,101.4,100.53,101.95,100.95,101.35,100.51
1991-07-01,102.97,101.84,101.92,101.45,100.33,99.25,101.55,101.4,99.09,98.7,100.41,99.84,101,100.42,101.29,100.34,101.8,100.87,101.32,100.55
1991-08-01,103.14,102.04,101.73,100.86,99.8,98.82,101.79,101.27,98.3,97.73,100.74,99.97,100.86,100.02,101.79,100.76,101.55,100.55,101.28,100.38
1991-09-01,102.84,102,101.98,101.18,100.39,99.48,101.98,101.8,99.87,98.99,100.24,99.46,100.69,100.07,101.6,100.85,102.12,101.44,101.36,100.62
1991-10-01,103.07,102.31,101.93,101.6,100.23,99.17,103.02,102.53,99.18,98.63,100.79,100.28,101.66,100.93,101.88,101.49,101.38,100.66,101.59,100.92
1991-11-01,103.97,103.34,102.74,102.17,101.11,100.22,103.96,103.74,98.12,97.21,100.83,100.59,102.03,101.2,101.79,101.44,101.83,101.22,102.03,101.42
1991-12-01,103.74,103.4,103.39,103.26,100.85,100.53,103.76,103.68,98.98,98.62,101.01,100.72,101.92,101.58,102.82,102.51,102.21,101.96,102.17,101.88
1992-01-01,103.86,103.88,103.3,103.32,100.85,100.88,104.41,104.48,99.73,99.74,100.97,100.96,101.87,101.86,102.33,102.35,102.35,102.35,102.22,102.24
1992-02-01,104.35,104.39,104.47,104.08,101.87,102.12,105.14,105.56,99.73,100.25,100.99,101.41,102.71,102.57,102.87,102.9,103.46,103.21,102.89,102.96
1992-03-01,105.52,105.14,104.24,103.79,101.52,101.32,105.56,105.99,99.62,99.47,100.65,100.81,102.63,102.26,103.94,103.63,102.82,102.69,103.01,102.82
1992-04-01,105.92,105.18,103.75,103.37,101.26,100.96,105.91,105.95,98.43,98.44,100.41,100.37,102.32,101.84,104.08,103.61,103.07,102.75,102.93,102.57
1992-05-01,106.53,105.53,104.51,104.11,100.96,100.45,106.61,106.36,97.44,97.44,100.46,100.19,102.3,102.02,104.33,103.82,103.16,102.61,103.08,102.6
1992-06-01,106.92,105.57,104.72,104.11,101.33,100.4,107.54,106.98,96.94,96.34,100.29,99.72,102.47,101.68,105.17,104.23,103.97,102.98,103.4,102.52
1992-07-01,107.13,105.94,105.23,104.69,101.57,100.42,107.49,107.27,97.13,96.64,100.61,99.99,102.79,102.17,105.7,104.67,104.27,103.32,103.69,102.87
1992-08-01,107.58,106.41,106.3,105.38,101.55,100.47,108.59,108,98.16,97.54,100.92,100.14,103.84,102.96,105.96,104.85,104.85,103.8,104.28,103.33
1992-09-01,107.57,106.68,106.66,105.84,102.27,101.34,108.71,108.46,98.28,97.41,100.96,100.17,104.11,103.45,106.29,105.46,104.86,104.16,104.49,103.72
1992-10-01,108.18,107.35,106.91,106.53,102.56,101.5,110.08,109.55,98.46,97.93,100.03,99.54,104.36,103.64,106.11,105.67,105.58,104.85,104.71,104.03
1992-11-01,108.4,107.75,106.88,106.28,103.12,102.27,110.39,110.17,99.4,98.54,99.81,99.6,104.25,103.42,106.44,106.04,105.98,105.35,104.91,104.31
1992-12-01,108.75,108.4,106.91,106.75,101.69,101.4,111.24,111.15,97.68,97.39,99.47,99.21,103.52,103.18,106.6,106.26,105.23,105.01,104.5,104.22
1993-01-01,108.46,108.53,106.95,106.98,100.98,101.05,111.72,111.89,96.53,96.53,98.61,98.64,103.32,103.25,107.24,107.31,105.35,105.36,104.24,104.27
1993-02-01,108.31,108.34,106.95,106.6,100.47,100.83,111.85,112.33,94.55,95.09,97.64,98.09,103.29,103.14,107.59,107.67,105.61,105.39,103.96,104.06
1993-03-01,109.28,108.93,108.41,107.94,100.86,100.7,112.1,112.56,95.62,95.55,98.07,98.22,104.03,103.66,107.18,106.85,106.09,105.95,104.57,104.39
1993-04-01,110.22,109.44,108.76,108.31,101.8,101.52,113.96,113.92,96.36,96.4,98.33,98.29,104.8,104.3,108.7,108.21,106.86,106.52,105.41,105.03
1993-05-01,110.84,109.79,109.17,108.71,102.41,101.82,115.04,114.71,96.36,96.22,98.19,97.89,104.71,104.41,109.48,108.89,107.72,107.06,105.8,105.26
1993-06-01,111.93,110.49,109.56,108.84,102.64,101.6,116.26,115.66,97.5,96.64,98.46,97.85,105.64,104.82,110.47,109.46,108.61,107.59,106.57,105.62
1993-07-01,112.15,110.88,109.9,109.28,102.43,101.18,116.98,116.61,97.21,96.53,97.52,96.83,105.63,104.94,111.03,109.9,109.09,108.1,106.58,105.67
1993-08-01,112.62,111.38,110.89,109.91,102.66,101.42,118.51,117.81,96.96,96.2,98.01,97.22,106.06,105.14,111.82,110.64,109.52,108.39,107.09,106.07
1993-09-01,113.11,112.15,111.83,110.98,102.39,101.48,119.56,119.17,96.84,95.96,97.68,96.94,106.17,105.45,112.34,111.42,109.43,108.7,107.26,106.45
1993-10-01,113.23,112.34,111.32,110.88,102.66,101.65,120.35,119.78,95.71,95.16,97.68,97.24,106.16,105.46,112.51,112.01,110.13,109.37,107.35,106.66
1993-11-01,113.55,112.89,112.2,111.61,102.54,101.79,121.16,120.97,97.09,96.35,96.99,96.82,106.47,105.67,112.94,112.48,110.45,109.76,107.59,107.01
1993-12-01,113.79,113.44,112.24,112.05,102.03,101.78,121.82,121.77,97.08,96.86,97,96.8,106.89,106.56,113.6,113.27,110.83,110.63,107.79,107.52
1994-01-01,114,114.15,112.75,112.8,102.39,102.53,122.31,122.62,95.93,95.94,96.69,96.77,106.55,106.43,113.6,113.8,110.42,110.43,107.7,107.77
1994-02-01,114.39,114.41,114.04,113.73,101.24,101.71,123.42,124.02,96.04,96.74,96.13,96.63,106.95,106.79,113.67,113.85,111.23,111.05,107.87,108.02
1994-03-01,115.13,114.8,114.13,113.66,101.72,101.59,124.48,124.95,97.66,97.79,96.4,96.51,107.43,107.04,115.14,114.77,112.18,112.04,108.56,108.38
1994-04-01,116.33,115.5,115.19,114.67,101.93,101.64,125.99,125.82,96.62,96.71,96.91,96.84,108.18,107.65,115.68,115.14,112.03,111.65,109.12,108.71
1994-05-01,117.17,116.04,115.59,115.05,102.66,101.96,127.78,127.33,97.26,97.01,96.81,96.42,108.16,107.82,116.18,115.47,113.44,112.64,109.7,109.07
1994-06-01,117.88,116.34,116.24,115.39,103.03,101.86,128.81,128.13,98.71,97.61,97.17,96.5,108.92,108.04,116.9,115.8,113.46,112.39,110.3,109.25
1994-07-01,117.91,116.53,116.47,115.76,103.36,101.97,129.17,128.6,98.05,97.18,97.05,96.24,109.1,108.33,117.57,116.32,113.36,112.33,110.4,109.37
1994-08-01,118.36,117.04,117.26,116.22,103.3,101.87,130.2,129.39,97.51,96.66,96.93,96.1,109.81,108.81,118.02,116.75,114.07,112.9,110.77,109.65
1994-09-01,118.38,117.34,116.91,116.08,102.22,101.33,130.53,129.98,97.62,96.78,96.95,96.27,109.74,108.95,117.63,116.63,113.72,112.94,110.55,109.71
1994-10-01,118.98,118.03,117.53,117.08,102.54,101.59,131.22,130.63,97.02,96.5,96.41,96.03,109.7,109.04,117.59,117,114.01,113.27,110.68,109.99
1994-11-01,119.14,118.48,118.34,117.77,101.7,101.1,131.27,131.15,97.06,96.54,95.85,95.72,110.43,109.67,118.32,117.82,114.22,113.49,110.78,110.23
1994-12-01,118.88,118.55,117.86,117.64,100.39,100.19,131.86,131.9,96.91,96.84,95.99,95.89,110.16,109.83,117.79,117.5,113.82,113.62,110.44,110.22
1995-01-01,119.07,119.32,117.67,117.71,100.38,100.58,131.4,131.88,96.22,96.25,95.89,96.05,110.32,110.13,117.77,118.11,113.85,113.88,110.41,110.53
1995-02-01,119.95,119.95,119.16,118.91,100.41,100.99,132.55,133.25,96.03,96.78,96.04,96.57,110.86,110.68,118.64,118.9,114.2,114.05,110.94,111.12
1995-03-01,120.46,120.13,119.66,119.19,101.13,101.02,132.77,133.18,96.7,96.98,95.63,95.68,110.68,110.24,119.47,119.08,114.14,113.95,111.16,110.97
1995-04-01,121.68,120.81,119.37,118.76,101.63,101.36,134.25,133.9,96.93,97.03,95.31,95.18,110.98,110.43,120.17,119.6,115.22,114.8,111.68,111.23
1995-05-01,122.02,120.79,119.94,119.32,101.85,101.07,134.73,134.16,97.77,97.39,96.06,95.57,110.94,110.54,120.84,119.98,115.79,114.86,112.11,111.38
1995-06-01,123.21,121.59,121.71,120.71,102.6,101.31,136.17,135.45,98.65,97.3,96.09,95.35,111.81,110.84,121.85,120.66,115.9,114.78,112.89,111.75
1995-07-01,123.68,122.19,122.08,121.3,102.72,101.21,136.67,135.91,98.99,97.94,96.49,95.6,112.5,111.7,122.46,121.07,116.8,115.7,113.4,112.27
1995-08-01,124.26,122.86,122.1,121.03,103.56,101.98,137.33,136.47,98.89,97.89,96.52,95.67,112.77,111.74,123.04,121.7,116.96,115.74,113.75,112.57
1995-09-01,124.5,123.38,122.44,121.64,102.3,101.44,137.95,137.28,98.34,97.48,96.03,95.43,112.99,112.17,123.41,122.33,117.31,116.49,113.68,112.81
1995-10-01,124.76,123.74,123.2,122.74,101.82,100.93,137.65,137.09,98.4,97.85,95.68,95.38,112.64,112.02,123.56,122.89,116.77,116.06,113.52,112.85
1995-11-01,124.69,124.02,123.44,122.89,101.56,101.08,137.56,137.56,98.15,97.81,95.52,95.44,113.09,112.43,123.42,122.84,117.41,116.66,113.59,113.09
1995-12-01,125.1,124.8,123.63,123.4,101.66,101.48,138.39,138.58,97.9,97.92,95.42,95.44,112.84,112.54,123.98,123.76,117.78,117.57,113.74,113.56
1996-01-01,124.85,125.2,123.76,123.78,101.38,101.63,138.17,138.83,99.96,100.08,95.48,95.73,113.56,113.35,123.42,123.88,117.24,117.27,113.81,113.98
1996-02-01,125.91,125.89,123.67,123.46,101.31,101.95,138.59,139.37,98.74,99.59,95.14,95.67,113.38,113.17,123.99,124.3,117.75,117.62,113.94,114.14
1996-03-01,126.73,126.36,124.51,124.04,102.4,102.32,139.97,140.26,98.82,99.27,95.67,95.66,114.48,113.97,125.35,124.93,118.22,118.01,114.79,114.57
